,Plantnummer:,Maximale groeihoogte (in CM):,Wintergroen?:,Bloeimaand:,Vochtigheid grond:,Positie in de tuin:,Bladkleur:,Bloemkleur:,Plantenfamilie:,Nederlandse naam:,Geslacht:,Plantdichtheid Aantal planten per m2:,Type,winterhard:,Wat voor soort grond past erbij?:,Bijvriendelijk:,Soort bodem:,Type tuin :,Snoeiperiode:,Giftig:,Groeiwijze klimplant:,Ondersteuning klimplant:,Haagplanten per strekkende meter:,pH waarde:,Stekels:,Planttijd:,Voeding / Bemesting:,Voeding periode:,Maintenance,Maintenance description
799,YAR813,60,Nee,"Oktober, September",Droog,Zon,"Groen, Grijs","Roze, Rood",Crassulaceae,Vetkruid,Sedum,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
800,YAR180,15,Ja,"Juni, Juli",Droog-vochthoudend,Zon,"Groen, Geel",Geel,Crassulaceae,Vetkruid,Sedum,,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
801,YAR1989,40,Nee,"September, Oktober",Droog-vochthoudend,Zon,Grijs,Roze,Crassulaceae,Vetkruid,Sedum,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
802,YAR2483,40,Nee,"September, Oktober",Droog-vochthoudend,Zon,Grijs,Roze,Crassulaceae,Vetkruid,Sedum,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
803,YAR3275,40,Nee,"September, Oktober",Droog-vochthoudend,Zon,Grijs,Roze,Crassulaceae,Vetkruid,Sedum,,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
804,YAR1916,40,Nee,"September, Oktober",Droog-vochthoudend,Zon,Grijs,Roze,Crassulaceae,Vetkruid,Sedum,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
805,YAR2000,40,Nee,"September, Oktober",Droog-vochthoudend,Zon,Grijs,Roze,Crassulaceae,Vetkruid,Sedum,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
806,YAR2737,40,Nee,"September, Oktober",Droog-vochthoudend,Zon,Grijs,Wit,Crassulaceae,Vetkruid,Sedum,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
807,YAR1067,120,Nee,"Augustus, September",Droog-vochthoudend,Zon,Groen,Groen,Poaceae,Vingergras,Panicum,5-7,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant beslist niet voor de winter terugknippen. In het voorjaar kan de plant op 5 cm boven de grond worden afgeknipt.
808,YAR3205,100,Ja,"Juni, Juli",Vochthoudend,Schaduw,Groen,Roze,Scrophulariacea,Vingerhoedskruid,Digitalis,8-11,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen speciale zorg nodig.
809,YAR1349,100,Ja,"Juni, Juli",Vochthoudend,Schaduw,Groen,Geel,Scrophulariacea,Vingerhoedskruid,Digitalis,7-9,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen speciale zorg nodig.
810,YAR110,100,Ja,"Juni, Juli",Vochthoudend,Schaduw,Groen,Roze,Scrophulariacea,Vingerhoedskruid,Digitalis,8-11,Borderplanten,Ja,,,,,,Bij inname,,,,,,,,,Geen,De plant heeft geen speciale zorg nodig.
811,YAR2316,100,Ja,"Juni, Juli",Vochthoudend,Schaduw,Groen,"Roze, Rood",Scrophulariacea,Vingerhoedskruid,Digitalis,7-9,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen speciale zorg nodig.
812,YAR3049,125,Ja,"Juni, Juli",Droog-vochthoudend,Zon,Groen,"Geel, Bruin",Scrophulariaceae,Vingerhoedskruid,Digitalis,8-11,Borderplanten,Ja,,,,,,,,,,,,,,,Geen,De plant heeft geen speciale zorg nodig.
813,YAR1029,125,Ja,"Juni, Juli",Droog-vochthoudend,Zon,Groen,"Geel, Bruin",Scrophulariacea,Vingerhoedskruid,Digitalis,8-11,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen speciale zorg nodig.
814,YAR2726,60,Ja,"Juni, Juli",Vochthoudend,Schaduw,Groen,"Paars, Bruin",Scrophulariacea,Vingerhoedskruid,Digitalis,8-11,Borderplanten,Ja,,,,,,,,,,,,,,,Geen,De plant heeft geen speciale zorg nodig.
815,YAR3299,15,Ja,"September, Augustus, Juli, Juni, Mei",Vochthoudend-vochtig,Zon,Groen,Wit,Violaceae,Viooltje,Viola,8-11,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
816,YAR3380,20,Ja,"September, Augustus, Juli, Juni, Mei",Vochthoudend-vochtig,Zon,Groen,"Wit, Paars",Violaceae,Viooltje,Viola,8-11,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
817,YAR3121,25,Nee,"September, Augustus, Juli, Juni",Vochthoudend,Schaduw,Groen,"Wit, Paars",Violaceae,Viooltje,Viola,11-15,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
818,YAR3316,15,Nee,"April, Mei",Vochthoudend,Schaduw,Groen,Blauw,Violaceae,Viooltje,Viola,8-11,Borderplanten,,,,,,,,,,,,,,,,,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
819,YAR882,70,Nee,"Juli, Augustus, September",Droog-vochthoudend,Zon,Groen,Blauw,Campanulaceae,Virginische lobelia,Lobelia,8-11,Borderplanten,,,Ja,,,,,,,,,,,,,Geen,De plant heeft geen speciale zorg nodig.
820,YAR1467,250,Nee,"Mei, Juni",Vochthoudend,Halfschaduw / zon,"Groen, Geel",Wit,Caprifoliaceae,Vlier,Sambucus,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
821,YAR4011,300,Nee,"Mei, Juni",Vochthoudend,"Halfschaduw, Zon","Bruin, Paars",Roze,Caprifoliaceae,Vlier,Sambucus,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
822,YAR2962,400,Nee,"Juni, Mei",Vochthoudend,Halfschaduw / zon,"Rood, Paars","Wit, Roze",Caprifoliaceae,Vlier,Sambucus,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
823,YAR1076,250,Nee,"Mei, Juni",Vochthoudend,Halfschaduw / zon,"Groen, Wit",Wit,Caprifoliaceae,Vlier,Sambucus,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
824,YAR686,300,Nee,"Juni, Mei",Droog-vochthoudend,"Halfschaduw, Zon",Groen,Paars,Buddlejaceae,Vlinderstruik,Buddleja,1,Heesters en Struiken,,Zwak zuur tot licht basisch,,,,,,,,,6-8,,,,,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond."
825,YAR1149,250,Nee,"Augustus, September",Droog-vochthoudend,"Zon, Halfschaduw",Groen,Paars,Buddlejaceae,Vlinderstruik,Buddleja,1,Tuin thema's en Meer,,Alle grondsoorten,,,,,,,,,,,,,,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond."
826,YAR1108,250,Nee,"Augustus, September",Droog-vochthoudend,"Zon, Halfschaduw",Groen,Paars,Buddlejaceae,Vlinderstruik,Buddleja,1,Heesters en Struiken,,Alle grondsoorten,,,,,,,,,,,,,,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond."
827,YAR2783,250,Nee,"Augustus, September",Droog-vochthoudend,Zon,Groen,Paars,Buddlejaceae,Vlinderstruik,Buddleja,1,Heesters en Struiken,,Alle grondsoorten,,,,,,,,,,,,,,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond."
828,YAR3377,150,Nee,"Augustus, September",Droog-vochthoudend,"Zon, Halfschaduw",Groen,Blauw,Buddlejaceae,Vlinderstruik,Buddleja,1,Heesters en Struiken,,Alle grondsoorten,,,,,,,,,,,,,,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond."
829,YAR2318,150,Nee,"September, Augustus, Juli",Droog-vochthoudend,Zon,Groen,"Roze, Rood",Buddlejaceae,Vlinderstruik,Buddleja,1-2,Tuin thema's en Meer,,Neutraal tot basisch,,,,,,,,,,,,,,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond."
830,YAR1855,250,Nee,"Augustus, September",Droog-vochthoudend,"Zon, Halfschaduw",Groen,Roze,Buddlejaceae,Vlinderstruik,Buddleja,1,Heesters en Struiken,,Alle grondsoorten,,,,,,,,,,,,,,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond."
831,YAR2199,150,Nee,"September, Augustus, Juli",Droog-vochthoudend,Zon,Groen,"Paars, Rood",Buddlejaceae,Vlinderstruik,Buddleja,1-2,Tuin thema's en Meer,,Neutraal tot basisch,,,,,,,,,,,,,,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond."
832,YAR2611,250,Nee,"Augustus, September",Droog-vochthoudend,"Zon, Halfschaduw",Groen,Wit,Buddlejaceae,Vlinderstruik,Buddleja,1,Heesters en Struiken,,Alle grondsoorten,,,,,,,,,,,,,,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond."
833,YAR5899,250,Nee,"Augustus, Juni, Juli",Droog-vochthoudend,"Zon, Halfschaduw",Groen,Geel,Buddlejaceae,Vlinderstruik,Buddleja,1,Heesters en Struiken,,Alle grondsoorten,,,,,,,,,,,,,,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond."
834,YAR987,250,Nee,"September, Augustus, Juli",Droog-vochthoudend,Lichte schaduw / zon,Groen,"Geel, Oranje",Buddlejaceae,Vlinderstruik,Buddleja,1-2,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond."
835,YAR3285,35,Ja,"Januari, Februari, Maart, April",Droog-vochthoudend,Zon,Groen,Wit,Ericaceae,Voorjaarsheide,Erica,7,Borderplanten,,,,,,,,,,,,,,,,,
836,YAR3254,30,Ja,"Mei, Juni",Vochthoudend,Halfschaduw / zon,Groen,"Paars, Blauw",Polemoniaceae,Voorjaarsvlambloem,Phlox,8-11,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
837,YAR1448,30,Ja,"Mei, Juni",Vochthoudend,Halfschaduw / zon,Groen,"Paars, Blauw",Polemoniaceae,Voorjaarsvlambloem,Phlox,8-11,Borderplanten,Ja,,Ja,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
838,YAR1419,15,Ja,"Juli, Juni, Mei",Vochthoudend-vochtig,Lichte schaduw,Groen,"Paars, Blauw",Polemoniaceae,Voorjaarsvlambloem,Phlox,25,Borderplanten,Ja,Zwak zuur tot neutraal,Ja,,Rotstuin,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
839,YAR28122,25,Ja,Mei,,,,Wit,,,,,Heesters en Struiken,,,,,,,,,,,,,,,,,
840,YAR1900,300,Ja,"Mei, Juni",Droog-vochthoudend,Lichte schaduw / zon,Groen,Wit,Rosaceae,Vuurdoorn,Pyracantha,,Haagplanten,,Zwak zuur tot licht basisch,,,,,,,,3-4,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
841,YAR3930,400,Ja,"Mei, Juni",Vochthoudend-vochtig,Lichte schaduw / zon,"Groen, Rood",Wit,Rosaceae,Vuurdoorn,Pyracantha,,Haagplanten,,,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
842,YAR4034,80,Nee,"Juni, Juli, Augustus, September, Oktober",Droog-vochthoudend,Zon,Groen,"Rood, Oranje",Asphodelaceae,Vuurpijl,Kniphofia,,Borderplanten,,,,,,,,,,,,,,,,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden."
843,YAR4058,80,Nee,"Juni, Juli, Augustus, September, Oktober",Droog-vochthoudend,Zon,Groen,"Rood, Oranje",Asphodelaceae,Vuurpijl,Kniphofia,,Borderplanten,,,,,,,,,,,,,,,,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden."
844,YAR4083,125,Nee,"Mei, Juni, Juli",Vochthoudend-vochtig,"Halfschaduw, Zon","Geel, Groen",Roze,Caprifoliaceae,Weigelia,Weigela,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,6-8,,,,,Hoog,Een aantal oude takken (maximaal 1/3 van alle takken) verwijderen tot op 10 cm boven de grond. De oude takken zijn te herkennen aan de lichtere kleur hout. Door deze snoeiwijze ontwikkelt de plant regelmatig krachtige nieuwe scheuten. Door deze snoeiwijze blijven er ook voldoende takken over die zorgen voor de bloei.
845,YAR399,125,Nee,"Mei, Juni, Juli",Vochthoudend-vochtig,Lichte schaduw / zon,Geel,Roze,Caprifoliaceae,Weigelia,Weigela,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,6-8,,,,,Hoog,Een aantal oude takken (maximaal 1/3 van alle takken) verwijderen tot op 10 cm boven de grond. De oude takken zijn te herkennen aan de lichtere kleur hout. Door deze snoeiwijze ontwikkelt de plant regelmatig krachtige nieuwe scheuten. Door deze snoeiwijze blijven er ook voldoende takken over die zorgen voor de bloei.
846,YAR3365,70,Nee,"Juni, Juli, Augustus",Vochthoudend-vochtig,Zon,Groen,Wit,Asteraceae,Wilde bertram,Achillea,,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
847,YAR1020,50,Nee,"Juni, Juli, Augustus",Droog-vochthoudend,Zon,Groen,Wit,Asteraceae,Wilde bertram,Achillea,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
848,YAR2187,40,Nee,"Juni, Juli, Augustus",Droog-vochthoudend,Zon,Groen,Wit,Asteraceae,Wilde bertram,Achillea,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
849,YAR2270,70,Nee,"Juni, Juli, Augustus",Droog-vochthoudend,Zon,Groen,Wit,Asteraceae,Wilde bertram,Achillea,,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
850,YAR573,100,Nee,"Mei, Juni, Juli",Vochthoudend,Schaduw,Groen,Paars,Brassicaceae,Wilde judaspenning,Lunaria,,Planten op standplaats,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
851,YAR1557,300,Nee,"Juni, Juli",Vochthoudend-vochtig,Halfschaduw,Groen,"Paars, Geel",Caprifoliaceae,Wilde kamperfoelie,Lonicera,1-2,Klimplanten,Tot -25 graden Celsius,Zuur tot zwak zuur,Ja,,,,,"Leiplant, Ranken","Klimdraad, Multibinder, Spandraad, Trellis",,,,,,,Gemiddeld,Lange scheuten die in de weg zitten wegknippen. De plant hoeft verder niet gesnoeid te worden.
852,YAR1803,300,Nee,"Juni, Juli",Vochthoudend-vochtig,"Halfschaduw, Schaduw",Groen,"Paars, Geel",Caprifoliaceae,Wilde kamperfoelie,Lonicera,1-2,Klimplanten,Tot -25 graden Celsius,Zuur tot zwak zuur,Ja,,,,,"Leiplant, Ranken","Klimdraad, Multibinder, Spandraad, Trellis",,,,,,,Gemiddeld,Lange scheuten die in de weg zitten wegknippen. De plant hoeft verder niet gesnoeid te worden.
853,YAR2241,50,Nee,"Juli, Augustus, September",Droog-vochthoudend,Zon,Groen,"Paars, Roze",Lamiaceae,Wilde marjolein,Origanum,,Borderplanten,,,,,,,,,,,,,,,,Laag,Na de bloei de bloemen verwijderen.
854,YAR1940,50,Nee,"Juli, Augustus, September",Droog-vochthoudend,Zon,Groen,Wit,Lamiaceae,Wilde marjolein,Origanum,,Borderplanten,,,,,,,,,,,,,,,,Laag,Na de bloei de bloemen verwijderen.
855,YAR912,35,Nee,"September, Augustus, Juli",Droog-vochthoudend,Zon,"Groen, Geel",Roze,Lamiaceae,Wilde marjolein,Origanum,,Borderplanten,,,,,,,,,,,,,,,,Laag,Na de bloei de bloemen verwijderen.
856,YAR1216,25,Nee,"Juli, Augustus, September",Droog-vochthoudend,Zon,Groen,Roze,Lamiaceae,Wilde marjolein,Origanum,,Borderplanten,,,,,,,,,,,,,,,,Laag,Na de bloei de bloemen verwijderen.
857,YAR1504,25,Nee,"September, Augustus, Juli",Droog-vochthoudend,Zon,"Groen, Geel",Roze,Lamiaceae,Wilde marjolein,Origanum,,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
858,YAR2930,2,Ja,"Juni, Juli",Vochthoudend-vochtig,Zon,Groen,Roze,Lamiaceae,Wilde tijm,Thymus,,Borderplanten,,Zwak zuur tot neutraal,,,,,,,,,,,,,,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden."
859,YAR2251,3,Ja,"Juni, Juli",Vochthoudend,Zon,"Groen, Grijs",Paars,Lamiaceae,Wilde tijm,Thymus,,Borderplanten,,,,,,,,,,,,,,,,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden."
860,YAR527,5,Ja,"Juni, Juli",Droog-vochthoudend,Zon,Groen,Roze,Lamiaceae,Wilde tijm,Thymus,,Borderplanten,,,,,,,,,,,,,,,,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden."
861,YAR2725,5,Ja,"Juni, Juli",Droog-vochthoudend,Zon,Groen,Wit,Lamiaceae,Wilde tijm,Thymus,,Borderplanten,,,,,,,,,,,,,,,,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden."
862,YAR1034,5,Ja,"Juni, Juli",Droog-vochthoudend,Zon,Groen,Roze,Lamiaceae,Wilde tijm,Thymus,,Borderplanten,,,,,,,,,,,,,,,,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden."
863,YAR2419,200,Nee,"September, Oktober",Droog-vochthoudend,Zon,Groen,Geel,Asteraceae,Wilgebladzonnebloem,Helianthus,,Borderplanten,,,,,,,,,,,,,,,,,
864,YAR82,10,Ja,"Juni, Juli",Vochthoudend,Zon,Groen,Wit,Crassulaceae,Wit vetkruid,Sedum,11-15,Borderplanten,,,,,,,,,,,,,,,,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden."
865,YAR804,10,Ja,"Juni, Juli",Vochthoudend,Zon,"Bruin, Rood",Roze,Crassulaceae,Wit vetkruid,Sedum,11-15,Borderplanten,,,,,,,,,,,,,,,,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden."
866,YAR829,500,Nee,Mei,Vochthoudend-vochtig,Lichte schaduw / zon,Groen,Wit,Rosaceae,Witte lijsterbes,Sorbus,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De boom hoeft niet echt gesnoeid te worden. Om de boom in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de boom te behouden.
867,YAR4054,80,Nee,"Juli, Augustus, September",Droog-vochthoudend,Zon,Groen,Wit,Asteraceae,Witte zonnehoed,Echinacea,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
