,ID,Name,Type,Birds,Bees,Butterflies,Hedgehogs,Squirrels,Flowering period,Leaf color,Flower color,Evergreen,Plant growth,Sun exposure,Soil moisture,Maintenance,Maintenance description,Photo
853,853,Wilde marjolein Origanum vulgare,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juli Augustus September,BladGroen,BloemPaars BloemRoze,NietWintergroen,50,Zon,Droog vochthoudend,Laag,Na de bloei de bloemen verwijderen.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2188_src.jpg"
854,854,Wilde marjolein Origanum vulgare Album,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juli Augustus September,BladGroen,BloemWit,NietWintergroen,50,Zon,Droog vochthoudend,Laag,Na de bloei de bloemen verwijderen.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1903_src.jpg"
855,855,Wilde marjolein Origanum vulgare Aureum,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,September Augustus Juli,BladGroen BladGeel,BloemRoze,NietWintergroen,35,Zon,Droog vochthoudend,Laag,Na de bloei de bloemen verwijderen.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1169_src.jpg"
856,856,Wilde marjolein Origanum vulgare Compactum,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juli Augustus September,BladGroen,BloemRoze,NietWintergroen,25,Zon,Droog vochthoudend,Laag,Na de bloei de bloemen verwijderen.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1375_src.jpg"
857,857,origanum vulgare thumble s variety/,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,September Augustus Juli,BladGroen BladGeel,BloemRoze,NietWintergroen,25,Zon,Droog vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/tuinplant.jpg"
858,858,Wilde tijm Thymus serpyllum Elfin,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemRoze,Wintergroen,2,Zon,Vochthoudend vochtig,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3880_src.jpg"
859,859,Wilde tijm Thymus serpyllum Minor,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen BladGrijs,BloemPaars,Wintergroen,3,Zon,Vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2208_src.jpg"
860,860,Wilde tijm Thymus serpyllum Pink Chintz,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemRoze,Wintergroen,5,Zon,Droog vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_618_src.jpg"
861,861,Wilde tijm Thymus serpyllum var albus,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemWit,Wintergroen,5,Zon,Droog vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/no-image-available-small_47.jpg"
862,862,Wilde tijm Thymus serpyllum var coccineus,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemRoze,Wintergroen,5,Zon,Droog vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/shutterstock_2000910785_Easy-Resize.com.jpg"
863,863,Wilgebladzonnebloem Helianthus salicifolius,Borderplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,September Oktober,BladGroen,BloemGeel,NietWintergroen,200,Zon,Droog vochthoudend,,,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2330_src.jpg"
864,864,Wit vetkruid Sedum album Chloroticum,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemWit,Wintergroen,10,Zon,Vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1583_src.jpg"
865,865,Wit vetkruid Sedum album Murale,Borderplanten,Vogels,Bijen,GeenVlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladBruin BladRood,BloemRoze,Wintergroen,10,Zon,Vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_987_src.jpg"
866,866,Witte Lijsterbes Sorbus koehneana,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei,BladGroen,BloemWit,NietWintergroen,500,Lichteschaduw Zon,Vochthoudend vochtig,Gemiddeld,De boom hoeft niet echt gesnoeid te worden. Om de boom in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de boom te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1023_src.jpg"
867,867,Witte Zonnehoed Echinacea,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juli Augustus September,BladGroen,BloemWit,NietWintergroen,80,Zon,Droog vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Witte-Zonnehoed-Echinacea-purpurea-'Alba'-bloemen.png"
868,868,Witte Zonnehoed Echinacea purpurea Alba,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juli Augustus September,BladGroen,BloemWit,NietWintergroen,80,Zon,Droog vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Witte-Zonnehoed-Echinacea-purpurea-'Alba'-bloemen.png"
869,869,Witte aalbes Ribes rubrum Witte Parel,Heesters en Struiken,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,April Mei,BladGroen,BloemGroen,NietWintergroen,150,Halfschaduw Zon,Vochthoudend,Hoog,"Na het planten worden de takken voor 1/3 ingesnoeid. In de zomer de nieuwe scheuten die uit de grond komen verwijderen. In de winter worden de zijscheuten teruggesnoeid op 5 cm. Zware zijscheuten geheel verwijderen. De top alleen insnoeien als de plant hoger moet worden, anders deze niet insnoeien. In de tweede zomer de scheuten die uit de grond komen verwijderen. De mooiste vrucht-trossen komen aan kort vruchthout. Bij oude struiken kan soms een gehele tak verwijderd worden, waarbij deze vervangen wordt door een nieuwe grondscheut.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/RIRUWIPA15-696514.jpg"
870,870,Witte blauwe regen Wisteria sinensis alba,Klimplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Mei,BladGroen,BloemWit,NietWintergroen,1000,Zon,Vochthoudend,Hoog,Regelmatig de lange scheuten terugknippen tot op 2-3 ogen. De eerste keer in mei en daarna elke keer als de nieuwe scheuten 100-150 cm lang zijn.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Witte-blauwe-regen.jpg"
871,871,Witte druif Vitis Riesling,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Augustus Mei,BladGroen,,NietWintergroen,400,,,,,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Vitis-'Riesling'-Druif.jpg"
872,872,Witte druif Vitis Vroege van der laan,Klimplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei,BladGroen,,NietWintergroen,750,Zon,Droog vochthoudend,Hoog,"De beste tijd om te snoeien is eind januari, begin februari. Als het op dat moment te hard vriest (meer van 5 graden Celsius) even wachten met snoeien tot de vorst weer voorbij is. Niet te laat in het voorjaar snoeien, de druif gaat dan ‘bloeden’.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Vitis-'Vroege-van-der-Laan'-Druif.jpg"
873,873,Witte druif Vitis vinifera Johanniter,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Juli Augustus,BladGroen,,NietWintergroen,300,Halfschaduw Zon,Droog vochthoudend,Hoog,"De beste tijd om te snoeien is eind januari, begin februari. Als het op dat moment te hard vriest (meer van 5 graden Celsius) even wachten met snoeien tot de vorst weer voorbij is. Niet te laat in het voorjaar snoeien, de druif gaat dan ‘bloeden’.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/VIJOHANN13BIO-1653473.jpg"
874,874,Witte klaver Trifolium repens Pentaphyllum,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,September Augustus Juli Juni Mei,BladBruin BladRood,BloemWit,NietWintergroen,20,"Halfschaduw, zon",Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2317_src.jpg"
875,875,Witte spoorbloem Centranthus ruber Albus,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli Augustus,BladGroen BladBlauw,BloemWit,NietWintergroen,80,Zon,Droog vochthoudend,Laag,Na de bloei terugsnijden levert meestal een doorbloei of tweede bloei op.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1973_src.jpg"
876,876,Wollig vingerhoedskruid Digitalis lanata,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemGeel BloemBruin,Wintergroen,80,Zon,Droog vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1069_src.jpg"
877,877,Wollige sneeuwbal Viburnum Lantana,Heesters en Struiken,Vogels,GeenBijen,Vlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen,BloemWit,NietWintergroen,200,Lichteschaduw Zon,Vochthoudend vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Schermafbeelding-2020-03-10-om-11.02.37.png"
878,878,Wollige sneeuwbal Viburnum lantana Aureum,Heesters en Struiken,GeenVogels,GeenBijen,Vlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen BladGeel,BloemWit,NietWintergroen,400,Lichteschaduw Zon,Droog vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/no-image-available-small_16.jpg"
879,879,Wormkruid Tanacetum Eileen May Robinson,Borderplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni Juli,BladGroen,BloemRoze,NietWintergroen,100,Zon,Vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1147_src.jpg"
880,880,Wormkruid Tanacetum James Kelway,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen,BloemRoze BloemRood,NietWintergroen,70,Zon,Vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3947_src.jpg"
881,881,tanacetum robinson s red/,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen,BloemRoze BloemRood,NietWintergroen,70,Zon,Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3634_src.jpg"
882,882,tanacetum robinson s rose/,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen,BloemRoze,NietWintergroen,70,Zon,Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_748_src.jpg"
883,883,Wormkruid Tanacetum carinatum,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus Juli Juni,BladGroen,BloemRoze BloemRood,NietWintergroen,70,Zon,Vochthoudend vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1382_src.jpg"
884,884,Wormkruid Tanacetum corymbosum,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemWit,NietWintergroen,70,Zon,Droog vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_305_src.jpg"
885,885,Wormkruid Tanacetum haradjanii,Borderplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Juli Augustus,BladGrijs,BloemGeel,Wintergroen,20,Zon,Vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_669_src.jpg"
886,886,Yuccabladige kruisdistel Eryngium yuccifolium,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus Juli Juni,BladGroen BladGrijs,BloemWit BloemGroen,NietWintergroen,140,Zon,Droog vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2544_src.jpg"
887,887,Zachte toverhazelaar Hamamelis mollis,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Januari Februari Maart,BladGroen,BloemGeel,NietWintergroen,350,Lichteschaduw Zon,Vochthoudend vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1089_src.jpg"
888,888,Zeekool Crambe maritima,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladBlauw BladGrijs,BloemWit,NietWintergroen,70,Zon,Droog vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3264_src.jpg"
889,889,Zeepkruid Saponaria officinalis,Heesters en Struiken,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juli Augustus September,BladGroen,BloemRoze,NietWintergroen,60,Zon,Droog vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_680_src.jpg"
890,890,Zeeuws knoopje Astrantia carniolica Rubra,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli Augustus,BladGroen,BloemRoze BloemPaars BloemRood,NietWintergroen,50,"Halfschaduw, Zon",Vochthoudend vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_4026_src.jpg"
891,891,Zeeuws knoopje Astrantia major,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli Augustus,BladGroen,BloemRoze BloemWit BloemGrijs,NietWintergroen,60,"Halfschaduw, Zon",Vochthoudend vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1750_src.jpg"
892,892,Zeeuws knoopje Astrantia major Alba,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli Augustus,BladGroen,BloemWit,NietWintergroen,60,"Halfschaduw, Zon",Vochthoudend vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2240_src.jpg"
893,893,Zeeuws knoopje Astrantia major Buckland,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,September Augustus Juli Juni,BladGroen,BloemRoze BloemWit,NietWintergroen,60,"Halfschaduw, Zon",Vochthoudend vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1577_src.jpg"
894,894,Zeeuws knoopje Astrantia major Hadspen Blood,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,September Augustus Juli Juni,BladGroen,BloemRood BloemRoze,NietWintergroen,50,"Halfschaduw, Zon",Vochthoudend vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_661_src.jpg"
895,895,Zeeuws knoopje Astrantia major Lars,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,September Augustus Juli Juni,BladGroen,BloemRood BloemRoze,NietWintergroen,70,"Halfschaduw, Zon",Vochthoudend vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_589_src.jpg"
896,896,Zeeuws knoopje Astrantia major Roma,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,September Augustus Juli Juni,BladGroen,BloemRoze,NietWintergroen,70,"Halfschaduw, Zon",Vochthoudend vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Zeeuws-knoopje-Astrantia-major-'Roma'_Easy-Resize.com.jpg"
897,897,Zeeuws knoopje Astrantia major Rosea,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli Augustus,BladGroen,BloemRoze,NietWintergroen,60,"Halfschaduw, Zon",Vochthoudend vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3601_src.jpg"
898,898,Zeeuws knoopje Astrantia major Rubra,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli Augustus,BladGroen,BloemRood BloemRoze BloemPaars,NietWintergroen,60,"Halfschaduw, Zon",Vochthoudend vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_175_src.jpg"
899,899,Zeeuws knoopje Astrantia major Ruby Wedding,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,September Augustus Juli Juni,BladGroen,BloemRood,NietWintergroen,70,"Halfschaduw, Zon",Vochthoudend vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1328_src.jpg"
900,900,Zeeuws knoopje Astrantia major Shaggy,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus Juli Juni,BladGroen,BloemWit,NietWintergroen,60,"Halfschaduw, Zon",Vochthoudend vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/tempFileForShare_20200625-150703.jpg"
