,Name,Type,Birds,Bees,Butterflies,Hedgehogs,Squirrels,Flowering period,Leaf color,Flower color,Evergreen,Plant growth,Sun exposure,Soil moisture,Maintenance,Maintenance description,Photo
824,Vlinderstruik-Buddleja-alternifolia,Heesters en Struiken,,Ja,Ja,,,"Juni, Mei",Groen,Paars,Nee,300,"Halfschaduw, Zon",Droog-vochthoudend,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Vlinderstruik-Buddleja-alternifolia.png']"
825,Vlinderstruik-Buddleja-davidii-African-Queen,Heesters en Struiken,,Ja,Ja,,,"Augustus, September",Groen,Paars,Nee,250,"Zon, Halfschaduw",Droog-vochthoudend,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Screenshot_20210827-134848_Drive.jpg']"
826,Vlinderstruik-Buddleja-davidii-Black-Knight,Heesters en Struiken,,Ja,Ja,,,"Augustus, September",Groen,Paars,Nee,250,"Zon, Halfschaduw",Droog-vochthoudend,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1267_src.jpg']"
827,Vlinderstruik-Buddleja-davidii-Ile-de-France,Heesters en Struiken,,Ja,Ja,,,"Augustus, September",Groen,Paars,Nee,250,Zon,Droog-vochthoudend,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond.","[""https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Vlinderstruik-Buddleja-davidii-'Ile-de-France'-bloei.jpg""]"
828,Vlinderstruik-Buddleja-davidii-Nanho-Blue,Heesters en Struiken,,Ja,Ja,,,"Augustus, September",Groen,Blauw,Nee,150,"Zon, Halfschaduw",Droog-vochthoudend,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond.","[""https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Vlinderstruik-Buddleja-davidii-'Nanho-Blue'.jpg""]"
829,Vlinderstruik-Buddleja-davidii-Peacock,Heesters en Struiken,,Ja,Ja,,,"September, Augustus, Juli",Groen,"Roze, Rood",Nee,150,Zon,Droog-vochthoudend,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2360_src.jpg']"
830,Vlinderstruik-Buddleja-davidii-Pink-Delight,Heesters en Struiken,,Ja,Ja,,,"Augustus, September",Groen,Roze,Nee,250,"Zon, Halfschaduw",Droog-vochthoudend,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Schermafbeelding-2021-10-25-om-12.11.16.png']"
831,Vlinderstruik-Buddleja-davidii-Purple-Emperor,Heesters en Struiken,,Ja,Ja,,,"September, Augustus, Juli",Groen,"Paars, Rood",Nee,150,Zon,Droog-vochthoudend,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Screenshot_20210827-134848_Drive_1.jpg']"
832,Vlinderstruik-Buddleja-davidii-White-Profusion,Heesters en Struiken,,Ja,Ja,,,"Augustus, September",Groen,Wit,Nee,250,"Zon, Halfschaduw",Droog-vochthoudend,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Vlinderstruik-wit_1.jpg']"
833,Vlinderstruik-Buddleja-weyeriana-Sungold,Heesters en Struiken,,Ja,Ja,,,"Augustus, Juni, Juli",Groen,Geel,Nee,250,"Zon, Halfschaduw",Droog-vochthoudend,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond.","[""https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Vlinderstruik-Buddleja-weyeriana-'Sungold'-.jpg""]"
834,Vlinderstruik-Buddleja-x-weyeriana-Sungold,Heesters en Struiken,,Ja,Ja,,,"September, Augustus, Juli",Groen,"Geel, Oranje",Nee,250,Lichte schaduw / zon,Droog-vochthoudend,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1053_src.jpg']"
835,Voorjaarsheide-Erica-x-darleyensis-White-Perfection,Borderplanten,,Ja,Ja,,,"Januari, Februari, Maart, April",Groen,Wit,Ja,35,Zon,Droog-vochthoudend,,,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/no-image-available-small_86.jpg']"
836,Voorjaarsvlambloem-Phlox-divaricata-Blue-Dreams,Borderplanten,,Ja,Ja,,,"Mei, Juni",Groen,"Paars, Blauw",Ja,30,Halfschaduw / zon,Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3452_src.jpg']"
837,Voorjaarsvlambloem-Phlox-divaricata-Charles-Ricardo,Borderplanten,,Ja,Ja,,,"Mei, Juni",Groen,"Paars, Blauw",Ja,30,Halfschaduw / zon,Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1683_src.jpg']"
838,Voorjaarsvlambloem-Phlox-divaricata-Chattahoochee,Borderplanten,,Ja,Ja,,,"Juli, Juni, Mei",Groen,"Paars, Blauw",Ja,15,Lichte schaduw,Vochthoudend-vochtig,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1628_src.jpg']"
839,Vossebes-Vaccinium-vitis-idaea,Heesters en Struiken,Ja,,,,,Mei,,Wit,Ja,25,,,,,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/vossebes.jpg']"
840,Vuurdoorn-Pyracantha-Orange-Glow,Haagplanten,Ja,,,,,"Mei, Juni",Groen,Wit,Ja,300,Lichte schaduw / zon,Droog-vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Vuurdoorn-bessen.jpg']"
841,Vuurdoorn-Pyracantha-Red-column,Haagplanten,Ja,,,,,"Mei, Juni","Groen, Rood",Wit,Ja,400,Lichte schaduw / zon,Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/zuurdoorn-pyracantha-red-column-1_1.jpg']"
842,kniphofia-nancys-red/,Borderplanten,,Ja,,,,"Juni, Juli, Augustus, September, Oktober",Groen,"Rood, Oranje",Nee,80,Zon,Droog-vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Nancy-red-vuurpijl-klantfoto.png']"
843,Vuurpijl-Kniphofia-Rood,Borderplanten,,Ja,,,,"Juni, Juli, Augustus, September, Oktober",Groen,"Rood, Oranje",Nee,80,Zon,Droog-vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Nancy-red-vuurpijl-klantfoto.png']"
844,Weigelia-Weigela,Heesters en Struiken,,Ja,Ja,,,"Mei, Juni, Juli","Geel, Groen",Roze,Nee,125,"Halfschaduw, Zon",Vochthoudend-vochtig,Hoog,Een aantal oude takken (maximaal 1/3 van alle takken) verwijderen tot op 10 cm boven de grond. De oude takken zijn te herkennen aan de lichtere kleur hout. Door deze snoeiwijze ontwikkelt de plant regelmatig krachtige nieuwe scheuten. Door deze snoeiwijze blijven er ook voldoende takken over die zorgen voor de bloei.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Weigelia-Weigela-bloeivorm-roze.jpg']"
845,Weigelia-Weigela-Nana-Variegata,Heesters en Struiken,,Ja,Ja,,,"Mei, Juni, Juli",Geel,Roze,Nee,125,Lichte schaduw / zon,Vochthoudend-vochtig,Hoog,Een aantal oude takken (maximaal 1/3 van alle takken) verwijderen tot op 10 cm boven de grond. De oude takken zijn te herkennen aan de lichtere kleur hout. Door deze snoeiwijze ontwikkelt de plant regelmatig krachtige nieuwe scheuten. Door deze snoeiwijze blijven er ook voldoende takken over die zorgen voor de bloei.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/rsz_weigelia_klant_foto.jpg']"
846,Wilde-bertram-Achillea-ptarmica,Borderplanten,Ja,Ja,Ja,,,"Juni, Juli, Augustus",Groen,Wit,Nee,70,Zon,Vochthoudend-vochtig,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3699_src.jpg']"
847,Wilde-bertram-Achillea-ptarmica-Major,Borderplanten,Ja,Ja,Ja,,,"Juni, Juli, Augustus",Groen,Wit,Nee,50,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1116_src.jpg']"
848,Wilde-bertram-Achillea-ptarmica-Nana-compacta,Borderplanten,Ja,Ja,Ja,,,"Juni, Juli, Augustus",Groen,Wit,Nee,40,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2086_src.jpg']"
849,Wilde-bertram-Achillea-ptarmica-The-Pearl,Borderplanten,Ja,Ja,Ja,,,"Juni, Juli, Augustus",Groen,Wit,Nee,70,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2246_src.jpg']"
850,Wilde-judaspenning-Lunaria-rediviva,Planten op standplaats,Ja,,,,,"Mei, Juni, Juli",Groen,Paars,Nee,100,Schaduw,Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_664_src.jpg']"
851,Wilde-kamperfoelie-Lonicera-periclymenum-Belgica,Klimplanten,Ja,,,,,"Juni, Juli",Groen,"Paars, Geel",Nee,300,Halfschaduw,Vochthoudend-vochtig,Gemiddeld,Lange scheuten die in de weg zitten wegknippen. De plant hoeft verder niet gesnoeid te worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_292_src.jpg']"
852,Wilde-kamperfoelie-Lonicera-periclymenum-Serotina,Klimplanten,Ja,,,,,"Juni, Juli",Groen,"Paars, Geel",Nee,300,"Halfschaduw, Schaduw",Vochthoudend-vochtig,Gemiddeld,Lange scheuten die in de weg zitten wegknippen. De plant hoeft verder niet gesnoeid te worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1870_src.jpg']"
853,Wilde-marjolein-Origanum-vulgare,Borderplanten,,Ja,Ja,,,"Juli, Augustus, September",Groen,"Paars, Roze",Nee,50,Zon,Droog-vochthoudend,Laag,Na de bloei de bloemen verwijderen.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2188_src.jpg']"
854,Wilde-marjolein-Origanum-vulgare-Album,Borderplanten,Ja,Ja,Ja,,,"Juli, Augustus, September",Groen,Wit,Nee,50,Zon,Droog-vochthoudend,Laag,Na de bloei de bloemen verwijderen.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1903_src.jpg']"
855,Wilde-marjolein-Origanum-vulgare-Aureum,Borderplanten,Ja,Ja,Ja,,,"September, Augustus, Juli","Groen, Geel",Roze,Nee,35,Zon,Droog-vochthoudend,Laag,Na de bloei de bloemen verwijderen.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1169_src.jpg']"
856,Wilde-marjolein-Origanum-vulgare-Compactum,Borderplanten,Ja,Ja,Ja,,,"Juli, Augustus, September",Groen,Roze,Nee,25,Zon,Droog-vochthoudend,Laag,Na de bloei de bloemen verwijderen.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1375_src.jpg']"
857,origanum-vulgare-thumble-s-variety/,Borderplanten,Ja,Ja,Ja,,,"September, Augustus, Juli","Groen, Geel",Roze,Nee,25,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/tuinplant.jpg']"
858,Wilde-tijm-Thymus-serpyllum-Elfin,Borderplanten,Ja,Ja,Ja,,,"Juni, Juli",Groen,Roze,Ja,2,Zon,Vochthoudend-vochtig,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3880_src.jpg']"
859,Wilde-tijm-Thymus-serpyllum-Minor,Borderplanten,Ja,Ja,Ja,,,"Juni, Juli","Groen, Grijs",Paars,Ja,3,Zon,Vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2208_src.jpg']"
860,Wilde-tijm-Thymus-serpyllum-Pink-Chintz,Borderplanten,Ja,Ja,Ja,,,"Juni, Juli",Groen,Roze,Ja,5,Zon,Droog-vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_618_src.jpg']"
861,Wilde-tijm-Thymus-serpyllum-var-albus,Borderplanten,Ja,Ja,Ja,,,"Juni, Juli",Groen,Wit,Ja,5,Zon,Droog-vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/no-image-available-small_47.jpg']"
862,Wilde-tijm-Thymus-serpyllum-var-coccineus,Borderplanten,Ja,Ja,Ja,,,"Juni, Juli",Groen,Roze,Ja,5,Zon,Droog-vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/shutterstock_2000910785_Easy-Resize.com.jpg']"
863,Wilgebladzonnebloem-Helianthus-salicifolius,Borderplanten,Ja,,,,,"September, Oktober",Groen,Geel,Nee,200,Zon,Droog-vochthoudend,,,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2330_src.jpg']"
864,Wit-vetkruid-Sedum-album-Chloroticum,Borderplanten,Ja,Ja,Ja,,,"Juni, Juli",Groen,Wit,Ja,10,Zon,Vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1583_src.jpg']"
865,Wit-vetkruid-Sedum-album-Murale,Borderplanten,Ja,Ja,,,,"Juni, Juli","Bruin, Rood",Roze,Ja,10,Zon,Vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_987_src.jpg']"
866,Witte-Lijsterbes-Sorbus-koehneana,Heesters en Struiken,Ja,,,,,Mei,Groen,Wit,Nee,500,Lichte schaduw / zon,Vochthoudend-vochtig,Gemiddeld,De boom hoeft niet echt gesnoeid te worden. Om de boom in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de boom te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1023_src.jpg']"
867,Witte-Zonnehoed-Echinacea,Borderplanten,,Ja,Ja,,,"Juli, Augustus, September",Groen,Wit,Nee,80,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"[""https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Witte-Zonnehoed-Echinacea-purpurea-'Alba'-bloemen.png""]"
868,Witte-Zonnehoed-Echinacea-purpurea-Alba,Borderplanten,,Ja,Ja,,,"Juli, Augustus, September",Groen,Wit,Nee,80,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"[""https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Witte-Zonnehoed-Echinacea-purpurea-'Alba'-bloemen.png""]"
869,Witte-aalbes-Ribes-rubrum-Witte-Parel,Heesters en Struiken,,Ja,Ja,,,"April, Mei",Groen,Groen,Nee,150,"Zon, Halfschaduw",Vochthoudend,Hoog,"Na het planten worden de takken voor 1/3 ingesnoeid. In de zomer de nieuwe scheuten die uit de grond komen verwijderen. In de winter worden de zijscheuten teruggesnoeid op 5 cm. Zware zijscheuten geheel verwijderen. De top alleen insnoeien als de plant hoger moet worden, anders deze niet insnoeien. In de tweede zomer de scheuten die uit de grond komen verwijderen. De mooiste vrucht-trossen komen aan kort vruchthout. Bij oude struiken kan soms een gehele tak verwijderd worden, waarbij deze vervangen wordt door een nieuwe grondscheut.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/RIRUWIPA15-696514.jpg']"
870,Witte-blauwe-regen-Wisteria-sinensis-alba,Klimplanten,Ja,Ja,Ja,,,Mei,Groen,Wit,Nee,1000,Zon,Vochthoudend,Hoog,Regelmatig de lange scheuten terugknippen tot op 2-3 ogen. De eerste keer in mei en daarna elke keer als de nieuwe scheuten 100-150 cm lang zijn.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Witte-blauwe-regen.jpg']"
